Dates	Category	Descript	DayOfWeek	PdDistrict	Resolution	Address	X	Y
5/11/2015 12:00	FRAUD	"CREDIT CARD, THEFT BY USE OF"	Monday	TARAVAL	NONE	0 Block of HARDING RD	-122.4977043	37.72473844
5/11/2015 12:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Monday	TARAVAL	NONE	0 Block of HARDING RD	-122.4977043	37.72473844
5/11/2015 12:00	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	Monday	PARK	"ARREST, BOOKED"	200 Block of CLAYTON ST	-122.4493012	37.77303449
5/11/2015 12:00	ASSAULT	INFLICT INJURY ON COHABITEE	Monday	PARK	"ARREST, BOOKED"	200 Block of CLAYTON ST	-122.4493012	37.77303449
5/11/2015 12:00	MISSING PERSON	MISSING ADULT	Monday	BAYVIEW	NONE	200 Block of WILLIAMS AV	-122.3977444	37.72993469
5/11/2015 12:00	MISSING PERSON	FOUND PERSON	Monday	BAYVIEW	NONE	200 Block of WILLIAMS AV	-122.3977444	37.72993469
5/11/2015 12:00	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Monday	BAYVIEW	NONE	2000 Block of 22ND ST	-122.4013545	37.75709746
5/11/2015 12:00	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Monday	BAYVIEW	NONE	2000 Block of 22ND ST	-122.4013545	37.75709746
5/11/2015 12:00	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Monday	TARAVAL	NONE	2900 Block of 26TH AV	-122.4820125	37.73340397
5/11/2015 12:00	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)	Monday	PARK	"ARREST, BOOKED"	200 Block of CLAYTON ST	-122.4493012	37.77303449
5/11/2015 12:00	PROSTITUTION	HUMAN TRAFFICKING	Monday	BAYVIEW	NONE	200 Block of WILLIAMS AV	-122.3977444	37.72993469
5/11/2015 12:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Monday	TENDERLOIN	NONE	HYDE ST / GOLDEN GATE AV	-122.4155082	37.78165428
5/11/2015 12:00	NON-CRIMINAL	FOUND PROPERTY	Monday	NORTHERN	NONE	FULTON ST / FILLMORE ST	-122.4315786	37.77770022
5/11/2015 12:00	VEHICLE THEFT	STOLEN AND RECOVERED VEHICLE	Monday	NORTHERN	NONE	GREENWICH ST / PIERCE ST	-122.4391584	37.79853205
5/11/2015 12:00	VEHICLE THEFT	STOLEN TRUCK	Monday	NORTHERN	NONE	GREENWICH ST / PIERCE ST	-122.4391584	37.79853205
5/11/2015 12:00	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Monday	NORTHERN	NONE	HERMANN ST / STEINER ST	-122.4317184	37.77003401
5/11/2015 12:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Monday	PARK	NONE	GROVE ST / ASHBURY ST	-122.4478791	37.77466586
5/11/2015 11:59	BURGLARY	"BURGLARY OF FLAT, UNLAWFUL ENTRY"	Monday	BAYVIEW	NONE	1400 Block of RHODEISLAND ST	-122.4013659	37.75130744
5/11/2015 11:57	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Monday	TENDERLOIN	"ARREST, BOOKED"	200 Block of EDDY ST	-122.4117783	37.78398056
5/11/2015 11:52	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Monday	RICHMOND	NONE	300 Block of 6TH AV	-122.4644198	37.7819577
5/11/2015 11:45	RUNAWAY	RUNAWAY	Monday	RICHMOND	NONE	800 Block of EUCLID AV	-122.4584907	37.78379515
5/11/2015 11:45	MISSING PERSON	FOUND PERSON	Monday	RICHMOND	NONE	800 Block of EUCLID AV	-122.4584907	37.78379515
5/11/2015 11:45	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Monday	BAYVIEW	NONE	700 Block of INNES AV	-122.3729261	37.73045996
5/11/2015 11:40	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	Monday	NORTHERN	NONE	1500 Block of BEACH ST	-122.4345615	37.80480116
5/11/2015 11:40	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Monday	MISSION	"ARREST, BOOKED"	26TH ST / TREAT AV	-122.4126901	37.74936883
5/11/2015 11:30	DRUG/NARCOTIC	POSSESSION OF MARIJUANA	Monday	PARK	NONE	300 Block of LAGUNAHONDA BL	-122.4586802	37.74815547
5/11/2015 11:20	LARCENY/THEFT	GRAND THEFT OF PROPERTY	Monday	SOUTHERN	"ARREST, BOOKED"	1100 Block of FOLSOM ST	-122.4098458	37.77524071
5/11/2015 11:20	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	Monday	SOUTHERN	"ARREST, BOOKED"	1100 Block of FOLSOM ST	-122.4098458	37.77524071
5/11/2015 11:20	WARRANTS	WARRANT ARREST	Monday	SOUTHERN	"ARREST, BOOKED"	1100 Block of FOLSOM ST	-122.4098458	37.77524071
5/11/2015 11:10	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Monday	SOUTHERN	PSYCHOPATHIC CASE	1200 Block of MARKET ST	-122.4154442	37.77802457
5/11/2015 11:10	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Monday	SOUTHERN	NONE	800 Block of BRYANT ST	-122.4034048	37.77542071
5/11/2015 11:00	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Monday	PARK	NONE	400 Block of ROOSEVELT WY	-122.4430314	37.76411289
5/11/2015 11:00	MISSING PERSON	MISSING ADULT	Monday	SOUTHERN	UNFOUNDED	0 Block of DORE ST	-122.413046	37.77386178
5/11/2015 11:00	MISSING PERSON	FOUND PERSON	Monday	SOUTHERN	UNFOUNDED	0 Block of DORE ST	-122.413046	37.77386178
5/11/2015 11:00	FRAUD	FRAUDULENT CREDIT APPLICATION	Monday	MISSION	NONE	400 Block of DOLORES ST	-122.4263414	37.76257931
5/11/2015 11:00	FRAUD	"CREDIT CARD, THEFT BY USE OF"	Monday	MISSION	NONE	400 Block of DOLORES ST	-122.4263414	37.76257931
5/11/2015 11:00	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Monday	RICHMOND	NONE	3200 Block of BALBOA ST	-122.4935882	37.77594071
5/11/2015 11:00	MISSING PERSON	MISSING JUVENILE	Monday	INGLESIDE	NONE	200 Block of CAYUGA AV	-122.4334219	37.73038971
5/11/2015 11:00	MISSING PERSON	FOUND PERSON	Monday	INGLESIDE	NONE	200 Block of CAYUGA AV	-122.4334219	37.73038971
5/11/2015 11:00	LARCENY/THEFT	THEFT OF CHECKS OR CREDIT CARDS	Monday	SOUTHERN	NONE	0 Block of HOWARD ST	-122.3921341	37.79169725
5/11/2015 11:00	OTHER OFFENSES	FALSE PERSONATION	Monday	MISSION	NONE	400 Block of DOLORES ST	-122.4263414	37.76257931
5/11/2015 11:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Monday	CENTRAL	NONE	NORTHPOINT ST / MASON ST	-122.4137895	37.80655265
5/11/2015 11:00	LARCENY/THEFT	GRAND THEFT PICKPOCKET	Monday	NORTHERN	NONE	VANNESS AV / TURK ST	-122.4206419	37.78196082
5/11/2015 10:47	WARRANTS	WARRANT ARREST	Monday	TARAVAL	"ARREST, BOOKED"	300 Block of RANDOLPH ST	-122.4657572	37.71422854
5/11/2015 10:47	WARRANTS	PROBATION SEARCH	Monday	TARAVAL	"ARREST, BOOKED"	300 Block of RANDOLPH ST	-122.4657572	37.71422854
5/11/2015 10:45	WARRANTS	ENROUTE TO DEPARTMENT OF CORRECTIONS	Monday	SOUTHERN	"ARREST, BOOKED"	800 Block of BRYANT ST	-122.4034048	37.77542071
5/11/2015 10:40	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Monday	TENDERLOIN	"ARREST, BOOKED"	POWELL ST / OFARRELL ST	-122.4080405	37.7864094
5/11/2015 10:33	OTHER OFFENSES	TRAFFIC VIOLATION	Monday	INGLESIDE	"ARREST, BOOKED"	MISSION ST / ROLPH ST	-122.441553	37.71575489
5/11/2015 10:30	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	Monday	RICHMOND	NONE	400 Block of 6TH AV	-122.4642799	37.7800333
5/11/2015 10:30	NON-CRIMINAL	AIDED CASE	Monday	MISSION	NONE	16TH ST / MISSION ST	-122.4196718	37.76505012
5/11/2015 10:27	ASSAULT	INFLICT INJURY ON COHABITEE	Monday	SOUTHERN	"ARREST, BOOKED"	1200 Block of MISSION ST	-122.4135835	37.77704362
5/11/2015 10:15	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Monday	NORTHERN	PSYCHOPATHIC CASE	1500 Block of PACIFIC AV	-122.420786	37.79518472
5/11/2015 10:12	WEAPON LAWS	"AMMUNITION, POSS. BY PROHIBITED PERSON"	Monday	MISSION	NONE	1000 Block of POTRERO AV	-122.4065391	37.75648641
5/11/2015 10:04	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER	Monday	INGLESIDE	NONE	0 Block of ADDISON ST	-122.4323983	37.73782181
5/11/2015 10:03	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Monday	CENTRAL	NONE	500 Block of BATTERY ST	-122.4005171	37.7963439
5/11/2015 10:00	NON-CRIMINAL	FOUND PROPERTY	Monday	CENTRAL	NONE	2500 Block of MASON ST	-122.4138143	37.80703621
5/11/2015 10:00	NON-CRIMINAL	FOUND PROPERTY	Monday	RICHMOND	NONE	5600 Block of GEARY BL	-122.4799127	37.78018135
5/11/2015 10:00	ASSAULT	BATTERY	Monday	INGLESIDE	"ARREST, BOOKED"	MISSION ST / SILVER AV	-122.431295	37.72872979
5/11/2015 10:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Monday	PARK	NONE	OAK ST / ASHBURY ST	-122.4473145	37.77187606
5/11/2015 10:00	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Monday	RICHMOND	NONE	FULTON ST / 6TH AV	-122.4637499	37.77362241
5/11/2015 9:53	NON-CRIMINAL	"DEATH REPORT, CAUSE UNKNOWN"	Monday	MISSION	NONE	400 Block of VALENCIA ST	-122.4219351	37.76613439
5/11/2015 9:45	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Monday	SOUTHERN	NONE	500 Block of 9TH ST	-122.4077021	37.77069679
5/11/2015 9:42	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Monday	NORTHERN	NONE	100 Block of OAK ST	-122.4218064	37.77518073
5/11/2015 9:42	TRESPASS	TRESPASSING	Monday	NORTHERN	NONE	100 Block of OAK ST	-122.4218064	37.77518073
5/11/2015 9:41	NON-CRIMINAL	"DEATH REPORT, CAUSE UNKNOWN"	Monday	TENDERLOIN	NONE	500 Block of JONES ST	-122.4129991	37.78627746
5/11/2015 9:35	ASSAULT	ASSAULT	Monday	NORTHERN	"ARREST, BOOKED"	0 Block of MARINA BL	-122.4329516	37.80505202
5/11/2015 9:35	TRESPASS	TRESPASSING	Monday	NORTHERN	"ARREST, BOOKED"	0 Block of MARINA BL	-122.4329516	37.80505202
5/11/2015 9:30	NON-CRIMINAL	LOST PROPERTY	Monday	SOUTHERN	NONE	100 Block of NEWMONTGOMERY ST	-122.4002726	37.78717897
5/11/2015 9:23	NON-CRIMINAL	AIDED CASE	Monday	TENDERLOIN	UNFOUNDED	500 Block of JONES ST	-122.4131357	37.7862599
5/11/2015 9:00	BURGLARY	"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"	Monday	RICHMOND	NONE	800 Block of 35TH AV	-122.495039	37.77299275
5/11/2015 9:00	VEHICLE THEFT	STOLEN TRUCK	Monday	BAYVIEW	NONE	300 Block of SALINAS AV	-122.3994552	37.72146465
5/11/2015 9:00	BURGLARY	"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY"	Monday	CENTRAL	NONE	800 Block of LEAVENWORTH ST	-122.4153487	37.78885421
5/11/2015 9:00	NON-CRIMINAL	LOST PROPERTY	Monday	NORTHERN	NONE	1100 Block of POST ST	-122.4207757	37.78677548
